"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000163565",1012.45,-0.2370781,0.06412887,-3.696901,0.0002182477,0.0005427558,"IFI16","3428","interferon gamma inducible protein 16"
"ENSG00000158156",305.4454,0.4020653,0.1087672,3.696568,0.000218534,0.0005433758,"XKR8","55113","XK related 8"
"ENSG00000101187",50.01317,1.084836,0.2934888,3.696345,0.000218726,0.0005437613,"SLCO4A1","28231","solute carrier organic anion transporter family member 4A1"
"ENSG00000135205",28.06483,1.33936,0.3625002,3.694784,0.000220074,0.0005470197,"CCDC146","57639","coiled-coil domain containing 146"
"ENSG00000110074",157.5633,-0.5321378,0.1441085,-3.692619,0.0002219562,0.0005516048,"FOXRED1","55572","FAD dependent oxidoreductase domain containing 1"
"ENSG00000141469",498.7933,0.3957309,0.1072002,3.691513,0.0002229236,0.0005539153,"SLC14A1","6563","solute carrier family 14 member 1 (Kidd blood group)"
"ENSG00000186184",906.5845,0.2555258,0.06922097,3.691451,0.0002229784,0.0005539579,"POLR1D","51082","RNA polymerase I and III subunit D"
"ENSG00000133028",538.3337,-0.305738,0.08283299,-3.691017,0.0002233594,0.0005548105,"SCO1","6341","synthesis of cytochrome C oxidase 1"
"ENSG00000148331",519.1857,-0.3315259,0.08987258,-3.688844,0.000225275,0.0005594743,"ASB6","140459","ankyrin repeat and SOCS box containing 6"
"ENSG00000078177",87.7965,-0.7170718,0.1944226,-3.688212,0.0002258355,0.0005607714,"N4BP2","55728","NEDD4 binding protein 2"
"ENSG00000140391",2822.922,0.1677649,0.04549025,3.687931,0.0002260846,0.000561295,"TSPAN3","10099","tetraspanin 3"
"ENSG00000122512",128.4931,-0.5820401,0.1578349,-3.687652,0.0002263327,0.000561816,"PMS2","5395","PMS1 homolog 2, mismatch repair system component"
"ENSG00000148335",418.9988,-0.3369565,0.09144098,-3.684962,0.0002287367,0.0005676876,"NTMT1","28989","N-terminal Xaa-Pro-Lys N-methyltransferase 1"
"ENSG00000196437",127.1819,0.6029358,0.1637059,3.683042,0.000230467,0.0005718851,"ZNF569","148266","zinc finger protein 569"
"ENSG00000112167",155.9987,0.5421357,0.147222,3.682438,0.0002310142,0.0005731461,"SAYSD1","55776","SAYSVFN motif domain containing 1"
"ENSG00000185591",1294.832,0.2133255,0.05794446,3.681551,0.0002318192,0.0005750463,"SP1","6667","Sp1 transcription factor"
"ENSG00000137504",467.8313,0.3608901,0.09802902,3.681461,0.0002319008,0.0005751517,"CREBZF","58487","CREB/ATF bZIP transcription factor"
"ENSG00000101882",326.5455,0.3840969,0.1043873,3.679538,0.0002336564,0.000579408,"NKAP","79576","NFKB activating protein"
"ENSG00000147654",86.76495,-0.7147728,0.1946684,-3.671746,0.0002408994,0.0005972679,"EBAG9","9166","estrogen receptor binding site associated antigen 9"
"ENSG00000136404",23.58107,-1.40375,0.3823586,-3.671292,0.0002413271,0.0005982274,"TM6SF1","53346","transmembrane 6 superfamily member 1"
"ENSG00000145916",240.5201,-0.4385858,0.1194859,-3.670608,0.0002419742,0.0005997302,"RMND5B","64777","required for meiotic nuclear division 5 homolog B"
"ENSG00000126773",1760.309,0.2070558,0.05643582,3.668872,0.0002436229,0.0006037147,"PCNX4","64430","pecanex 4"
"ENSG00000141391",30.92191,-1.210166,0.3298826,-3.668474,0.0002440028,0.0006045542,"PRELID3A","10650","PRELI domain containing 3A"
"ENSG00000024048",862.5584,-0.247344,0.06743567,-3.667851,0.000244598,0.0006059266,"UBR2","23304","ubiquitin protein ligase E3 component n-recognin 2"
"ENSG00000167674",1459.507,-0.212301,0.05788397,-3.6677,0.0002447422,0.0006061817,"HDGFL2","84717","HDGF like 2"
"ENSG00000250510",83.8771,0.7285055,0.198684,3.666653,0.0002457455,0.000608564,"GPR162","27239","G protein-coupled receptor 162"
"ENSG00000240764",73.89814,-0.7700521,0.210029,-3.666409,0.0002459809,0.0006090441,"PCDHGC5","56097","protocadherin gamma subfamily C, 5"
"ENSG00000182568",300.0405,0.3901999,0.1064386,3.665963,0.0002464095,0.0006100026,"SATB1","6304","SATB homeobox 1"
"ENSG00000176697",2650.88,-0.173897,0.04743881,-3.665712,0.0002466514,0.0006104986,"BDNF","627","brain derived neurotrophic factor"
"ENSG00000110328",206.0431,0.4881973,0.1331956,3.665267,0.000247081,0.0006114588,"GALNT18","374378","polypeptide N-acetylgalactosaminyltransferase 18"
"ENSG00000146701",2862.235,-0.1774163,0.04840681,-3.66511,0.000247232,0.0006117295,"MDH2","4191","malate dehydrogenase 2"
"ENSG00000163249",378.671,-0.3506181,0.09566869,-3.66492,0.0002474158,0.0006120812,"CCNYL1","151195","cyclin Y like 1"
"ENSG00000204954",110.5781,0.6311465,0.1722982,3.663105,0.0002491761,0.0006163322,"C12orf73","728568","chromosome 12 open reading frame 73"
"ENSG00000197771",758.7239,-0.2684168,0.0733005,-3.661868,0.0002503831,0.0006192133,"MCMBP","79892","minichromosome maintenance complex binding protein"
"ENSG00000108509",702.1109,-0.2796716,0.07638372,-3.661403,0.0002508376,0.0006202211,"CAMTA2","23125","calmodulin binding transcription activator 2"
"ENSG00000009694",7.236263,4.364709,1.192099,3.661365,0.000250875,0.0006202211,"TENM1","10178","teneurin transmembrane protein 1"
"ENSG00000198429",118.1995,0.6217652,0.1698285,3.661136,0.0002510993,0.0006206711,"ZNF69","7620","zinc finger protein 69"
"ENSG00000064102",358.9723,-0.3626235,0.09907781,-3.659987,0.0002522279,0.000623356,"INTS13","55726","integrator complex subunit 13"
"ENSG00000004864",412.1798,0.3489779,0.09535303,3.659852,0.0002523613,0.0006235806,"SLC25A13","10165","solute carrier family 25 member 13"
"ENSG00000166128",683.1398,-0.2847589,0.07781043,-3.659649,0.0002525607,0.0006239685,"RAB8B","51762","RAB8B, member RAS oncogene family"
"ENSG00000147475",1456.841,-0.2016945,0.05511584,-3.659465,0.0002527427,0.0006243131,"ERLIN2","11160","ER lipid raft associated 2"
"ENSG00000105176",860.3802,-0.2458125,0.06717316,-3.659385,0.0002528213,0.0006244022,"URI1","8725","URI1 prefoldin like chaperone"
"ENSG00000113845",682.0136,0.2728217,0.07456096,3.659042,0.0002531603,0.0006251344,"TIMMDC1","51300","translocase of inner mitochondrial membrane domain containing 1"
"ENSG00000112335",2095.079,-0.1828794,0.0499855,-3.65865,0.0002535477,0.0006259859,"SNX3","8724","sorting nexin 3"
"ENSG00000166317",18.42088,-1.604042,0.4384864,-3.658134,0.0002540583,0.000627141,"SYNPO2L","79933","synaptopodin 2 like"
"ENSG00000162687",16.54241,-1.774559,0.4851315,-3.657892,0.0002542979,0.0006276271,"KCNT2","343450","potassium sodium-activated channel subfamily T member 2"
"ENSG00000031691",52.36019,-0.9296916,0.2542097,-3.657184,0.0002550011,0.0006292569,"CENPQ","55166","centromere protein Q"
"ENSG00000151150",19.21086,-1.600841,0.4379623,-3.655202,0.0002569797,0.0006340328,"ANK3","288","ankyrin 3"
"ENSG00000156853",129.2002,-0.6048739,0.1655824,-3.653009,0.0002591853,0.0006393673,"ZNF689","115509","zinc finger protein 689"
"ENSG00000183032",35.75168,1.134222,0.3106211,3.651466,0.000260748,0.0006431142,"SLC25A21","89874","solute carrier family 25 member 21"
"ENSG00000123496",26.15279,1.532721,0.4198125,3.650966,0.0002612561,0.0006442592,"IL13RA2","3598","interleukin 13 receptor subunit alpha 2"
"ENSG00000189319",228.3926,0.4541241,0.1244153,3.650066,0.0002621726,0.0006464109,"FAM53B","9679","family with sequence similarity 53 member B"
"ENSG00000112651",238.8231,-0.4440354,0.1217291,-3.647735,0.0002645628,0.0006521946,"MRPL2","51069","mitochondrial ribosomal protein L2"
"ENSG00000109265",56.93943,0.874272,0.2397491,3.646612,0.0002657209,0.0006549396,"CRACD","57482","capping protein inhibiting regulator of actin dynamics"
"ENSG00000141858",280.23,-0.4386241,0.1203323,-3.645106,0.0002672819,0.0006586765,"SAMD1","90378","sterile alpha motif domain containing 1"
"ENSG00000144857",224.1491,0.4526864,0.1242097,3.644532,0.000267879,0.0006600374,"BOC","91653","BOC cell adhesion associated, oncogene regulated"
"ENSG00000168228",94.53031,-0.6969854,0.1912559,-3.644255,0.0002681672,0.0006606365,"ZCCHC4","29063","zinc finger CCHC-type containing 4"
"ENSG00000174640",45.02305,1.064421,0.2921396,3.643536,0.0002689176,0.0006623743,"SLCO2A1","6578","solute carrier organic anion transporter family member 2A1"
"ENSG00000197562",327.2663,0.4221761,0.1158728,3.643443,0.000269015,0.0006625031,"RAB40C","57799","RAB40C, member RAS oncogene family"
"ENSG00000232388",137.508,0.5719033,0.1570969,3.64045,0.0002721622,0.0006701413,"SMIM26","388789","small integral membrane protein 26"
"ENSG00000169062",639.2019,0.2938719,0.08073118,3.640129,0.0002725015,0.0006708643,"UPF3A","65110","UPF3A regulator of nonsense mediated mRNA decay"
"ENSG00000150630",1698.533,0.2315192,0.06361202,3.639551,0.0002731134,0.0006722581,"VEGFC","7424","vascular endothelial growth factor C"
"ENSG00000163539",569.4533,-0.2978805,0.08185523,-3.639114,0.0002735781,0.000673289,"CLASP2","23122","cytoplasmic linker associated protein 2"
"ENSG00000178974",418.718,-0.350555,0.09636384,-3.637827,0.0002749476,0.0006765462,"FBXO34","55030","F-box protein 34"
"ENSG00000061938",421.9271,-0.3600127,0.09899875,-3.636538,0.0002763267,0.0006798258,"TNK2","10188","tyrosine kinase non receptor 2"
"ENSG00000153551",373.4843,0.3641351,0.1001467,3.636017,0.000276886,0.0006810875,"CMTM7","112616","CKLF like MARVEL transmembrane domain containing 7"
"ENSG00000171566",1022.749,-0.2394623,0.06587664,-3.635012,0.0002779682,0.0006836351,"PLRG1","5356","pleiotropic regulator 1"
"ENSG00000157193",217.1074,-0.4702156,0.1294134,-3.633439,0.0002796687,0.000687667,"LRP8","7804","LDL receptor related protein 8"
"ENSG00000101391",217.9024,-0.4701895,0.1294073,-3.633409,0.0002797012,0.000687667,"CDK5RAP1","51654","CDK5 regulatory subunit associated protein 1"
"ENSG00000144591",803.6922,-0.2851396,0.07849068,-3.632783,0.0002803813,0.0006892239,"GMPPA","29926","GDP-mannose pyrophosphorylase A"
"ENSG00000176155",256.4283,0.4182302,0.115141,3.632332,0.0002808719,0.0006903143,"CCDC57","284001","coiled-coil domain containing 57"
"ENSG00000165171",17.40695,-1.687389,0.4647348,-3.630863,0.0002824748,0.0006941375,"METTL27","155368","methyltransferase like 27"
"ENSG00000176018",765.4063,0.2844262,0.07836332,3.629583,0.000283879,0.0006974717,"LYSMD3","116068","LysM domain containing 3"
"ENSG00000185361",171.4036,-0.5172511,0.1425161,-3.629421,0.0002840575,0.0006977935,"TNFAIP8L1","126282","TNF alpha induced protein 8 like 1"
"ENSG00000177971",307.5533,0.382833,0.1055422,3.6273,0.0002864007,0.0007034318,"IMP3","55272","IMP U3 small nucleolar ribonucleoprotein 3"
"ENSG00000103326",1006.201,0.2489904,0.06865226,3.626835,0.000286917,0.0007045823,"CAPN15","6650","calpain 15"
"ENSG00000204977",361.6746,0.3547273,0.09784831,3.625278,0.0002886506,0.000708721,"TRIM13","10206","tripartite motif containing 13"
"ENSG00000165280",10079.07,0.1297673,0.03580753,3.624022,0.0002900568,0.0007120546,"VCP","7415","valosin containing protein"
"ENSG00000213341",660.6022,0.2726497,0.07527636,3.621983,0.000292353,0.0007175716,"CHUK","1147","component of inhibitor of nuclear factor kappa B kinase complex"
"ENSG00000154760",13.66841,-1.987668,0.5488452,-3.621547,0.0002928468,0.0007186634,"SLFN13","146857","schlafen family member 13"
"ENSG00000102057",40.23771,-1.155286,0.3190082,-3.621491,0.0002929099,0.0007186983,"KCND1","3750","potassium voltage-gated channel subfamily D member 1"
"ENSG00000020633",8.527871,2.859256,0.7897467,3.620472,0.0002940663,0.0007214151,"RUNX3","864","RUNX family transcription factor 3"
"ENSG00000108604",888.5898,0.2730525,0.07543609,3.619653,0.000294998,0.0007235799,"SMARCD2","6603","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2"
"ENSG00000166526",420.2369,0.3325636,0.09191771,3.618058,0.0002968219,0.0007279322,"ZNF3","7551","zinc finger protein 3"
"ENSG00000131148",519.1195,-0.3063675,0.08468707,-3.617642,0.0002972995,0.0007289818,"EMC8","10328","ER membrane protein complex subunit 8"
"ENSG00000164877",424.5708,0.3401273,0.09402664,3.617351,0.0002976338,0.0007296716,"MICALL2","79778","MICAL like 2"
"ENSG00000105568",5702.752,0.149383,0.0412967,3.61731,0.0002976802,0.0007296716,"PPP2R1A","5518","protein phosphatase 2 scaffold subunit Aalpha"
"ENSG00000146373",385.1911,-0.3477408,0.09621622,-3.614159,0.0003013238,0.0007384795,"RNF217","154214","ring finger protein 217"
"ENSG00000103121",263.5356,-0.4155591,0.1149994,-3.613577,0.0003020012,0.0007400162,"CMC2","56942","C-X9-C motif containing 2"
"ENSG00000035681",806.805,0.253984,0.07029264,3.613237,0.0003023984,0.0007408661,"NSMAF","8439","neutral sphingomyelinase activation associated factor"
"ENSG00000085788",745.3643,0.266169,0.07368962,3.612028,0.0003038121,0.0007442055,"DDHD2","23259","DDHD domain containing 2"
"ENSG00000126216",327.2606,-0.3910217,0.1082814,-3.611161,0.0003048289,0.0007465717,"TUBGCP3","10426","tubulin gamma complex associated protein 3"
"ENSG00000012174",803.5434,0.2586711,0.07166689,3.609354,0.0003069607,0.000751667,"MBTPS2","51360","membrane bound transcription factor peptidase, site 2"
"ENSG00000099849",85.09441,-0.702967,0.1947649,-3.609311,0.0003070117,0.000751667,"RASSF7","8045","Ras association domain family member 7"
"ENSG00000171812",22.30158,-1.519166,0.4211035,-3.607583,0.0003090624,0.0007565616,"COL8A2","1296","collagen type VIII alpha 2 chain"
"ENSG00000196507",385.8817,-0.3542282,0.09819486,-3.607401,0.0003092793,0.0007569665,"TCEAL3","85012","transcription elongation factor A like 3"
"ENSG00000159873",412.8649,0.3373306,0.09352094,3.607006,0.0003097506,0.0007579936,"CCDC117","150275","coiled-coil domain containing 117"
"ENSG00000205250",876.145,0.2498688,0.06928973,3.606145,0.0003107798,0.0007603508,"E2F4","1874","E2F transcription factor 4"
"ENSG00000137727",90.95958,-0.6788536,0.1882507,-3.606113,0.0003108173,0.0007603508,"ARHGAP20","57569","Rho GTPase activating protein 20"
"ENSG00000119383",3061.911,0.1605968,0.04454882,3.604961,0.0003121993,0.0007636043,"PTPA","5524","protein phosphatase 2 phosphatase activator"
"ENSG00000160285",1543.172,-0.2034722,0.05644513,-3.604779,0.0003124192,0.000764015,"LSS","4047","lanosterol synthase"
"ENSG00000133138",561.3991,-0.3284034,0.09110424,-3.6047,0.0003125142,0.0007641202,"TBC1D8B","54885","TBC1 domain family member 8B"
"ENSG00000105948",95.76658,-0.6859352,0.1903017,-3.604463,0.0003127993,0.0007646899,"TTC26","79989","tetratricopeptide repeat domain 26"
"ENSG00000253276",974.2723,-0.237577,0.06592228,-3.603896,0.0003134826,0.0007662329,"CCDC71L","168455","coiled-coil domain containing 71 like"
"ENSG00000070476",216.4537,-0.4543275,0.1260895,-3.603214,0.0003143066,0.0007681192,"ZXDC","79364","ZXD family zinc finger C"
"ENSG00000173545",815.399,0.2554005,0.07088706,3.602922,0.0003146602,0.0007688553,"ZNF622","90441","zinc finger protein 622"
"ENSG00000140521",923.9329,0.2985208,0.08285899,3.602757,0.0003148594,0.0007692141,"POLG","5428","DNA polymerase gamma, catalytic subunit"
"ENSG00000069712",66.97304,-0.8034566,0.2230371,-3.602345,0.0003153591,0.0007703067,NA,NA,NA
"ENSG00000158683",9.500638,-2.504252,0.6952147,-3.602128,0.0003156232,0.0007708239,"PKD1L1","168507","polycystin 1 like 1, transient receptor potential channel interacting"
"ENSG00000019995",468.3798,0.3228712,0.0896357,3.602038,0.0003157324,0.0007709624,"ZRANB1","54764","zinc finger RANBP2-type containing 1"
"ENSG00000063438",1179.162,0.2235323,0.06206513,3.601577,0.0003162931,0.0007722029,"AHRR","57491","aryl-hydrocarbon receptor repressor"
"ENSG00000182552",262.0685,-0.4130099,0.1146835,-3.6013,0.0003166297,0.0007728963,"RWDD4","201965","RWD domain containing 4"
"ENSG00000184277",372.8848,0.3558672,0.09890557,3.59805,0.0003206117,0.0007824865,"TM2D3","80213","TM2 domain containing 3"
"ENSG00000136807",723.1353,0.2861548,0.07953558,3.597821,0.0003208945,0.0007830465,"CDK9","1025","cyclin dependent kinase 9"
"ENSG00000171159",521.0883,0.3085872,0.08578188,3.597347,0.0003214798,0.0007843445,"BBLN","79095","bublin coiled coil protein"
"ENSG00000137941",549.4764,0.3150513,0.08759971,3.596487,0.0003225431,0.000786808,"TTLL7","79739","tubulin tyrosine ligase like 7"
"ENSG00000188266",14.37456,-1.852984,0.5152779,-3.596087,0.0003230394,0.0007878878,"HYKK","123688","hydroxylysine kinase"
"ENSG00000115421",221.6419,0.4698575,0.1306985,3.594972,0.000324426,0.0007911384,"PAPOLG","64895","poly(A) polymerase gamma"
"ENSG00000072958",1606.647,-0.2019164,0.05617313,-3.594538,0.0003249681,0.0007923289,"AP1M1","8907","adaptor related protein complex 1 subunit mu 1"
"ENSG00000181019",3198.806,-0.1724462,0.04797721,-3.594335,0.0003252209,0.0007928137,"NQO1","1728","NAD(P)H quinone dehydrogenase 1"
"ENSG00000143748",230.3427,-0.4303537,0.1197681,-3.593225,0.0003266101,0.000796068,"NVL","4931","nuclear VCP like"
"ENSG00000180739",14.17419,1.958953,0.5452736,3.592605,0.0003273893,0.0007978348,"S1PR5","53637","sphingosine-1-phosphate receptor 5"
"ENSG00000113205",9.775318,2.412337,0.671663,3.591588,0.0003286689,0.0008007693,"PCDHB3","56132","protocadherin beta 3"
"ENSG00000123143",1546.122,-0.1958851,0.05454037,-3.591562,0.0003287025,0.0008007693,"PKN1","5585","protein kinase N1"
"ENSG00000170836",304.2645,0.4380583,0.1220135,3.590244,0.0003303685,0.0008046946,"PPM1D","8493","protein phosphatase, Mg2+/Mn2+ dependent 1D"
"ENSG00000112305",143.8121,-0.537146,0.1496498,-3.589354,0.0003314983,0.0008073127,"SMAP1","60682","small ArfGAP 1"
"ENSG00000214063",2351.965,0.1944395,0.0541823,3.588617,0.0003324366,0.0008094634,"TSPAN4","7106","tetraspanin 4"
"ENSG00000196110",67.07298,0.8655624,0.2412129,3.588375,0.0003327452,0.0008100808,"ZNF699","374879","zinc finger protein 699"
"ENSG00000110274",609.5184,-0.2844225,0.07932738,-3.585427,0.0003365273,0.0008191527,"CEP164","22897","centrosomal protein 164"
"ENSG00000275591",9.014368,-2.450341,0.6838798,-3.582999,0.0003396721,0.0008266705,"XKR5","389610","XK related 5"
"ENSG00000173406",87.63064,0.7308445,0.2040526,3.581647,0.0003414344,0.0008308217,"DAB1","1600","DAB adaptor protein 1"
"ENSG00000158796",330.8672,-0.3780733,0.1055689,-3.581294,0.0003418969,0.0008318093,"DEDD","9191","death effector domain containing"
"ENSG00000108064",356.2714,-0.3570393,0.09971648,-3.580544,0.0003428795,0.0008340619,"TFAM","7019","transcription factor A, mitochondrial"
"ENSG00000134759",1519.184,0.212278,0.05931501,3.578824,0.0003451443,0.000839432,"ELP2","55250","elongator acetyltransferase complex subunit 2"
"ENSG00000164850",67.42807,-0.7738942,0.2163882,-3.576416,0.0003483375,0.0008470581,"GPER1","2852","G protein-coupled estrogen receptor 1"
"ENSG00000111801",251.7636,0.4352911,0.1217278,3.575937,0.0003489756,0.0008484692,"BTN3A3","10384","butyrophilin subfamily 3 member A3"
"ENSG00000143933",12059.64,-0.1845136,0.05161798,-3.574599,0.0003507651,0.0008526156,"CALM2","805","calmodulin 2"
"ENSG00000154945",769.2733,-0.2523146,0.07058591,-3.574575,0.0003507971,0.0008526156,"ANKRD40","91369","ankyrin repeat domain 40"
"ENSG00000102870",869.175,0.2581464,0.07221838,3.574526,0.0003508635,0.000852636,"ZNF629","23361","zinc finger protein 629"
"ENSG00000147642",8.553668,-2.590427,0.7247075,-3.574445,0.000350972,0.0008527587,"SYBU","55638","syntabulin"
"ENSG00000204611",195.2265,0.5048922,0.1412557,3.574315,0.0003511457,0.0008530395,"ZNF616","90317","zinc finger protein 616"
"ENSG00000019549",816.2122,-0.2474046,0.06924243,-3.573021,0.0003528868,0.0008571275,"SNAI2","6591","snail family transcriptional repressor 2"
"ENSG00000170906",304.4758,-0.3734745,0.1045712,-3.571484,0.000354964,0.0008620304,"NDUFA3","4696","NADH:ubiquinone oxidoreductase subunit A3"
"ENSG00000185278",186.7108,0.5226391,0.146355,3.571038,0.0003555697,0.0008633584,"ZBTB37","84614","zinc finger and BTB domain containing 37"
"ENSG00000102882",987.4372,-0.2391466,0.06697532,-3.570668,0.0003560719,0.0008644351,"MAPK3","5595","mitogen-activated protein kinase 3"
"ENSG00000128708",523.7348,-0.3146246,0.08811519,-3.570606,0.0003561563,0.0008644969,"HAT1","8520","histone acetyltransferase 1"
"ENSG00000121774",2347.082,-0.172168,0.04824104,-3.568912,0.000358467,0.0008699621,"KHDRBS1","10657","KH RNA binding domain containing, signal transduction associated 1"
"ENSG00000138834",807.006,0.258986,0.07257964,3.568302,0.0003593029,0.0008718466,"MAPK8IP3","23162","mitogen-activated protein kinase 8 interacting protein 3"
"ENSG00000099821",592.4038,-0.2816863,0.07895534,-3.567666,0.0003601748,0.000873818,"POLRMT","5442","RNA polymerase mitochondrial"
"ENSG00000116030",1693.693,0.1964222,0.05508055,3.56609,0.0003623468,0.0008789423,"SUMO1","7341","small ubiquitin like modifier 1"
"ENSG00000104960",957.7549,0.2415571,0.0677486,3.565492,0.0003631739,0.0008808031,"PTOV1","53635","PTOV1 extended AT-hook containing adaptor protein"
"ENSG00000158747",187.2324,-0.4931602,0.1383335,-3.56501,0.0003638423,0.0008822785,"NBL1","4681","NBL1, DAN family BMP antagonist"
"ENSG00000179134",1653.472,-0.1988287,0.05578296,-3.564328,0.0003647901,0.0008844308,"SAMD4B","55095","sterile alpha motif domain containing 4B"
"ENSG00000110066",553.66,0.3007383,0.08439056,3.563648,0.0003657357,0.0008865771,"KMT5B","51111","lysine methyltransferase 5B"
"ENSG00000145476",139.4349,0.5649244,0.1585567,3.562918,0.0003667552,0.0008889019,"CYP4V2","285440","cytochrome P450 family 4 subfamily V member 2"
"ENSG00000180834",49.4863,-0.9252434,0.2596973,-3.562776,0.0003669543,0.0008892376,"MAP6D1","79929","MAP6 domain containing 1"
"ENSG00000110700",3351.816,-0.1623713,0.04558035,-3.562309,0.0003676068,0.000890672,"RPS13","6207","ribosomal protein S13"
"ENSG00000079257",382.4341,-0.3898796,0.1094573,-3.561932,0.0003681359,0.0008918068,"LXN","56925","latexin"
"ENSG00000130005",420.2479,0.3258384,0.0915017,3.56101,0.0003694314,0.0008947977,"GAMT","2593","guanidinoacetate N-methyltransferase"
"ENSG00000108100",1410.832,-0.2182965,0.06130814,-3.560644,0.0003699463,0.0008958969,"CCNY","219771","cyclin Y"
"ENSG00000159352",1735.515,-0.1925475,0.05409781,-3.559247,0.0003719197,0.0009005275,"PSMD4","5710","proteasome 26S subunit ubiquitin receptor, non-ATPase 4"
"ENSG00000163909",6.720679,3.597813,1.011248,3.557796,0.000373979,0.0009053645,"HEYL","26508","hes related family bHLH transcription factor with YRPW motif like"
"ENSG00000079462",264.4064,0.406715,0.1143291,3.557405,0.0003745361,0.0009065638,"PAFAH1B3","5050","platelet activating factor acetylhydrolase 1b catalytic subunit 3"
"ENSG00000006453",134.6418,-0.5544233,0.1559341,-3.555497,0.0003772657,0.0009130203,"BAIAP2L1","55971","BAR/IMD domain containing adaptor protein 2 like 1"
"ENSG00000159128",764.3683,-0.2552811,0.07180804,-3.555049,0.0003779082,0.0009144245,"IFNGR2","3460","interferon gamma receptor 2"
"ENSG00000160190",26.43416,2.626185,0.7389845,3.553775,0.0003797433,0.0009187137,"SLC37A1","54020","solute carrier family 37 member 1"
"ENSG00000154133",28.10116,-1.260329,0.3547551,-3.552674,0.0003813364,0.000922416,"ROBO4","54538","roundabout guidance receptor 4"
"ENSG00000148300",605.9424,0.2807202,0.07905134,3.551112,0.0003836067,0.0009277548,"REXO4","57109","REX4 homolog, 3'-5' exonuclease"
"ENSG00000204389",306.6052,0.391547,0.1103049,3.549678,0.0003857033,0.0009325795,"HSPA1A","3303","heat shock protein family A (Hsp70) member 1A"
"ENSG00000127995",145.3784,-0.5389206,0.1518231,-3.54966,0.0003857286,0.0009325795,"CASD1","64921","CAS1 domain containing 1"
"ENSG00000087263",1068.315,-0.2229786,0.06284265,-3.548205,0.0003878669,0.000937595,"OGFOD1","55239","2-oxoglutarate and iron dependent oxygenase domain containing 1"
"ENSG00000157404",214.4876,-0.518016,0.1460038,-3.547962,0.0003882243,0.0009383045,"KIT","3815","KIT proto-oncogene, receptor tyrosine kinase"
"ENSG00000183775",24.14295,-1.387831,0.39147,-3.545178,0.0003923478,0.0009481146,"KCTD16","57528","potassium channel tetramerization domain containing 16"
"ENSG00000128607",999.0368,0.2281518,0.06436584,3.54461,0.000393194,0.0009500034,"KLHDC10","23008","kelch domain containing 10"
"ENSG00000233757",21.28378,1.443316,0.4072378,3.544161,0.0003938641,0.0009514658,NA,NA,NA
"ENSG00000175334",1037.366,-0.2310284,0.06518766,-3.544051,0.0003940284,0.0009517063,"BANF1","8815","BAF nuclear assembly factor 1"
"ENSG00000197798",274.201,-0.415832,0.1173474,-3.543599,0.0003947046,0.0009531827,"FAM118B","79607","family with sequence similarity 118 member B"
"ENSG00000204514",171.4721,0.4954609,0.1399326,3.54071,0.0003990516,0.0009635219,"ZNF814","730051","zinc finger protein 814"
"ENSG00000124006",749.1318,0.2668105,0.07536237,3.540368,0.00039957,0.0009646151,"OBSL1","23363","obscurin like cytoskeletal adaptor 1"
"ENSG00000146205",51.50373,0.9306724,0.2628889,3.540175,0.0003998624,0.0009651624,"ANO7","50636","anoctamin 7"
"ENSG00000165152",431.4933,-0.319141,0.09015845,-3.539779,0.0004004627,0.0009664526,"PGAP4","84302","post-GPI attachment to proteins GalNAc transferase 4"
"ENSG00000186625",201.0979,-0.4591369,0.1297203,-3.539438,0.0004009798,0.0009675415,"KATNA1","11104","katanin catalytic subunit A1"
"ENSG00000177106",236.549,-0.4453889,0.1258491,-3.539071,0.000401538,0.0009687294,"EPS8L2","64787","EPS8 like 2"
"ENSG00000129657",2242.777,0.1851327,0.05231211,3.539002,0.0004016425,0.0009688224,"SEC14L1","6397","SEC14 like lipid binding 1"
"ENSG00000174501",38.48236,1.039092,0.293657,3.538453,0.0004024787,0.0009706799,"ANKRD36C","400986","ankyrin repeat domain 36C"
"ENSG00000108061",1085.554,-0.2421075,0.0684282,-3.538125,0.0004029789,0.0009717268,"SHOC2","8036","SHOC2 leucine rich repeat scaffold protein"
"ENSG00000146063",461.2031,0.315287,0.08911461,3.537995,0.0004031776,0.0009720465,"TRIM41","90933","tripartite motif containing 41"
"ENSG00000144134",61.55568,0.8346274,0.2359292,3.537618,0.0004037532,0.0009732745,"RABL2A","11159","RAB, member of RAS oncogene family like 2A"
"ENSG00000124243",330.7977,-0.3578278,0.1011727,-3.536802,0.0004050036,0.0009761284,"BCAS4","55653","breast carcinoma amplified sequence 4"
"ENSG00000128655",12.98862,-1.960291,0.5543559,-3.53616,0.0004059888,0.0009783425,"PDE11A","50940","phosphodiesterase 11A"
"ENSG00000104671",275.9628,0.3939801,0.111447,3.535133,0.0004075695,0.0009819905,"DCTN6","10671","dynactin subunit 6"
"ENSG00000180257",79.75596,0.736362,0.2083095,3.534942,0.0004078646,0.0009825404,"ZNF816","125893","zinc finger protein 816"
"ENSG00000005189",28.39211,-1.219256,0.3450245,-3.533824,0.0004095932,0.0009865426,"REXO5","81691","RNA exonuclease 5"
